island,region_order,sheet,site_no,site_candidates,site_lat,site_lon,individual_id,corolla_id,cx,cy,source_component_id,split_piece,split_status,corolla_len_mm,corolla_width_mm,wl_ratio,fold_check,merge_check,fragment_check,corolla_area_mm2,guide_area_mm2,guide_cov_pct,n_spots,spot_density_cm2,guide_extent_rel,guide_present,brown_frac,degraded_flag,prov_mouth_diam_mm,prov_tube_depth_mm,prov_n_lobes,solidity,aspect,exclude,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_cov_strong_pct,guide_cov_weak_recovered_pct,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x,corolla_length_ruler_mm,corolla_max_span_ruler_mm,corolla_area_ruler_mm2,flat_lobe_length_mm,flat_tube_length_mm,flat_throat_span_mm,flat_mid_tube_width_mm,flat_basal_tube_width_mm,prov_mouth_diameter_ruler_mm,prov_entrance_area_mm2,mouth_to_tube_length_ratio,flat_tube_taper_ratio,flat_tube_slenderness,guide_cov_tube_pct,guide_cov_lobes_pct,flat_incision_rel,flat_throat_openness,guide_centroid_rel,flat_n_lobes,fold_state_auto,mouth_proxy_assumption,orientation_confidence,orientation_source,sinus_source,visitor_trait_qc,fold_state_reviewed,visible_lobes_reviewed,fold_state_source,fold_width_area_correction_factor,corolla_area_unfolded_est_mm2,max_span_unfolded_est_mm,throat_span_unfolded_est_mm,mid_tube_width_unfolded_est_mm,basal_tube_width_unfolded_est_mm,prov_mouth_diameter_reviewed_mm,prov_entrance_area_reviewed_mm2,fold_state_auto_original
Toshima,2,toshima6~8,,6|7|8,,,,6,1234,1584,4,1,shimask_red_outline_from_raw_difference,34.54,24.89,0.721,,check,,645.9,86.021,13.319,145,22.45,0.926,1,0.02,0,14.12,29.82,3,0.929,1.34,,134,11,4,12.521,0.798,0.5933,0.1075,26.9534,0.0,486,173.534,26.868,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,34.544,24.638,645.849,4.635,29.825,22.183,22.775,14.563,7.061,39.158,0.2367,1.5233,1.3095,13.914,4.8,0.1342,0.9003,0.355,3,opened_or_broad,flat_span_over_pi,0.1829,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,5,785,1610,6,1,shimask_red_outline_from_raw_difference,28.7,22.94,0.799,,check,,497.5,115.871,23.291,148,29.75,0.967,1,0.004,0,12.07,24.29,3,0.918,1.21,,127,21,4,21.523,1.768,0.7829,0.1039,69.6702,0.0,526,187.577,37.705,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,28.702,22.691,497.49,4.323,24.294,18.965,20.235,15.24,6.037,28.623,0.2485,1.2444,1.2006,24.865,6.332,0.1506,0.8358,0.3425,3,opened_or_broad,flat_span_over_pi,0.1932,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,7,737,2038,7,1,shimask_red_outline_from_raw_difference,32.17,23.79,0.74,,check,,557.8,64.624,11.585,110,19.719,0.847,1,0.013,0,5.96,26.83,4,0.931,1.19,,100,10,3,10.668,0.916,0.5875,0.0932,29.9426,0.0,340,117.641,21.089,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,32.173,23.453,557.906,5.182,26.907,18.373,22.86,15.494,5.848,26.862,0.2173,1.1858,1.177,12.111,0.651,0.1611,0.7834,0.249,4,opened_or_broad,flat_span_over_pi,0.24,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,8,286,2043,9,1,shimask_red_outline_from_raw_difference,28.28,21.0,0.743,,check,,392.2,50.337,12.834,80,20.397,0.814,1,0.003,0,3.15,23.37,5,0.95,1.12,,76,4,1,12.039,0.795,0.6292,0.086,34.5376,0.0,202,86.172,21.971,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,28.279,20.743,392.107,4.82,23.374,9.906,20.489,12.531,3.153,7.809,0.1349,0.7905,1.1408,13.506,0.451,0.1705,0.4776,0.257,5,opened_or_broad,flat_span_over_pi,0.0864,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,9,1278,2077,8,1,shimask_red_outline_from_raw_difference,32.43,27.01,0.833,,check,,648.0,40.81,6.298,142,21.915,0.948,1,0.02,0,14.77,27.37,3,0.91,1.2,,136,6,0,5.716,0.582,0.2874,0.1577,2.0932,0.0,450,106.745,16.474,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,32.427,26.839,648.021,4.969,27.374,23.199,23.791,15.833,7.384,42.827,0.2698,1.4652,1.1506,6.772,1.178,0.1532,0.8644,0.4506,3,opened_or_broad,flat_span_over_pi,0.2011,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,10,317,2524,10,1,shimask_red_outline_from_raw_difference,39.79,34.46,0.866,,check,,776.6,11.176,1.439,127,16.352,0.989,1,0.048,0,14.5,21.09,2,0.881,1.0,,126,1,0,1.301,0.138,0.088,0.043,1.0753,0.0,214,85.125,10.961,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,39.793,34.121,776.687,22.077,17.632,28.194,29.379,15.579,8.974,63.256,0.509,1.8098,0.6001,2.179,0.503,0.5548,0.8263,0.3206,2,opened_or_broad,flat_span_over_pi,0.5516,guide_density_secondary,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,11,860,2524,11,1,shimask_red_outline_from_raw_difference,34.63,29.55,0.853,,check,,697.8,4.896,0.702,70,10.031,0.941,1,0.05,0,15.58,26.68,3,0.874,1.1,,70,0,0,0.614,0.087,0.0699,0.043,0.3513,0.0,0,4.896,0.702,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,34.629,29.379,697.841,7.864,26.68,24.469,26.162,13.377,7.789,47.644,0.2919,1.8291,1.0198,0.673,0.974,0.2271,0.8329,0.4736,3,opened_or_broad,flat_span_over_pi,0.2612,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,12,1534,2721,12,1,shimask_red_outline_from_raw_difference,72.05,32.68,0.454,check,check,,1397.8,49.907,3.57,226,16.168,0.931,1,0.023,0,12.83,47.63,3,0.678,2.15,,223,3,1,3.356,0.214,0.2208,0.0932,4.0645,0.0,532,147.147,10.527,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,72.051,31.919,1389.862,11.82,60.147,27.686,16.425,23.961,17.625,243.989,0.293,1.1555,3.6618,4.233,0.025,0.164,0.8674,0.2083,3,folded_half,2x_flat_span_over_pi,0.986,guide_density_secondary,boundary_sinuses,folded_mouth_proxy,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,15,1272,2963,15,1,shimask_red_outline_from_raw_difference,30.23,23.54,0.779,,check,,487.4,2.158,0.443,36,7.387,0.955,0,0.0,0,13.69,24.28,3,0.873,1.27,,36,0,0,0.437,0.006,0.0599,0.0287,0.4588,0.0,0,2.158,0.443,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,30.226,23.199,487.376,5.865,24.276,21.505,20.235,11.599,6.845,36.803,0.282,1.854,1.1997,0.321,1.712,0.1941,0.927,0.5897,3,opened_or_broad,flat_span_over_pi,0.2287,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,14,799,2968,13,1,shimask_red_outline_from_raw_difference,36.24,26.08,0.72,,check,,788.1,10.122,1.284,104,13.197,0.848,1,0.007,0,16.17,34.47,1,0.976,1.34,,99,5,0,1.152,0.133,0.0973,0.0502,1.9785,0.0,189,45.699,5.799,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,36.237,25.823,776.737,11.775,24.378,21.844,25.485,25.823,6.953,37.971,0.2852,0.8459,0.9566,0.946,2.657,0.3249,0.8459,0.5794,5,opened_or_broad,flat_span_over_pi,0.1958,shape_end_complexity,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,13,330,2976,14,1,shimask_red_outline_from_raw_difference,33.19,24.98,0.753,,check,,604.5,6.824,1.129,77,12.738,0.864,1,0.021,0,15.85,25.74,2,0.936,1.25,,75,2,0,1.027,0.102,0.0886,0.043,1.233,0.0,153,45.269,7.489,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,33.189,24.553,603.261,7.363,25.742,24.892,19.473,13.377,7.923,49.307,0.3078,1.8608,1.3219,1.447,0.201,0.2218,1.0138,0.3597,2,opened_or_broad,flat_span_over_pi,0.8488,guide_density_secondary,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,3,1225,1141,1,1,shimask_red_outline_from_raw_difference,31.41,24.81,0.79,,check,,583.0,184.724,31.683,92,15.78,0.962,1,0.01,0,12.61,25.32,3,0.902,1.31,,71,21,4,29.928,1.756,2.0079,0.0824,106.4156,0.0,550,267.469,45.876,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,31.411,24.596,583.024,6.006,25.321,19.812,22.352,16.849,6.306,31.235,0.2491,1.1759,1.1328,31.838,30.55,0.1912,0.8055,0.3996,3,opened_or_broad,flat_span_over_pi,0.2924,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,2,781,1170,2,1,shimask_red_outline_from_raw_difference,35.81,25.48,0.712,,check,,681.9,69.211,10.15,132,19.358,0.908,1,0.155,1,14.98,25.46,2,0.9,1.37,,124,8,5,9.548,0.602,0.5243,0.1147,10.6165,0.0,446,202.638,29.717,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,35.814,25.4,681.87,7.333,28.396,18.881,24.384,19.135,6.01,28.368,0.2116,0.9867,1.1645,8.722,23.55,0.2048,0.7433,0.5246,3,opened_or_broad,flat_span_over_pi,0.2118,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,1,325,1189,3,1,shimask_red_outline_from_raw_difference,35.48,24.3,0.685,,check,,583.6,38.76,6.642,127,21.762,0.943,1,0.284,1,4.8,24.95,4,0.869,1.39,,123,4,3,6.188,0.453,0.3052,0.086,7.4695,0.0,348,177.821,30.47,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,35.475,23.876,583.591,11.304,24.087,22.267,23.283,19.473,7.088,39.457,0.2943,1.1435,1.0345,7.329,2.243,0.3186,0.9326,0.3467,4,opened_or_broad,flat_span_over_pi,0.1684,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,6,1282,1618,4,1,shimask_red_outline_from_raw_difference,35.22,25.99,0.738,,check,,619.3,0.968,0.156,17,2.745,0.605,0,0.006,0,13.42,23.22,2,0.899,1.21,,17,0,0,0.156,0.0,0.0569,0.0287,0.3513,0.0,0,0.968,0.156,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,35.221,25.823,619.361,7.33,27.807,20.489,22.691,13.801,6.522,33.408,0.2345,1.4847,1.2255,0.136,0.533,0.2081,0.7934,0.6784,3,opened_or_broad,flat_span_over_pi,0.2674,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,5,819,1649,5,1,shimask_red_outline_from_raw_difference,33.36,27.52,0.825,,check,,574.0,0.889,0.155,18,3.136,0.585,0,0.002,0,13.85,22.01,2,0.894,1.12,,18,0,0,0.155,0.0,0.0494,0.0251,0.1935,0.0,0,0.889,0.155,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,33.359,27.009,573.913,9.112,24.162,20.997,22.606,11.769,6.684,35.085,0.2766,1.7842,1.0688,0.135,0.319,0.2732,0.7774,0.5911,3,opened_or_broad,flat_span_over_pi,0.1462,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,4,383,1673,6,1,shimask_red_outline_from_raw_difference,30.99,22.69,0.732,,check,,498.0,2.351,0.472,23,4.618,0.863,0,0.066,0,6.23,18.72,5,0.922,1.24,,23,0,0,0.472,0.0,0.1022,0.043,0.3943,0.0,0,2.351,0.472,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,30.988,22.521,498.021,5.578,25.326,18.288,19.727,13.208,5.821,26.615,0.2299,1.3846,1.2838,0.441,0.877,0.18,0.812,0.6327,3,opened_or_broad,flat_span_over_pi,0.2125,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,9,1148,2101,10,1,shimask_red_outline_from_raw_difference,27.26,22.61,0.829,,check,,436.8,0.875,0.2,18,4.121,0.299,0,0.004,0,5.96,17.71,4,0.938,1.19,,18,0,0,0.2,0.0,0.0486,0.0394,0.1362,0.0,0,0.875,0.2,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,27.263,22.517,436.824,3.454,23.724,14.732,20.066,13.377,4.689,17.271,0.1977,1.1013,1.1823,0.117,2.333,0.1267,0.6543,0.8147,3,opened_or_broad,flat_span_over_pi,0.1803,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,8,797,2113,7,1,shimask_red_outline_from_raw_difference,33.44,24.89,0.744,,check,,526.4,1.054,0.2,16,3.039,0.454,0,0.001,0,12.5,23.88,3,0.928,1.06,,16,0,0,0.2,0.0,0.0659,0.0323,0.3513,0.0,0,1.054,0.2,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,33.443,24.663,526.429,10.141,23.218,20.151,21.082,14.478,6.414,32.312,0.2763,1.3918,1.1013,0.237,0.137,0.3032,0.817,0.5866,4,opened_or_broad,flat_span_over_pi,0.1366,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,7,270,2120,9,1,shimask_red_outline_from_raw_difference,31.41,25.15,0.801,,check,,599.4,1.254,0.209,24,4.004,0.981,0,0.004,0,6.85,21.14,4,0.891,1.23,,24,0,0,0.209,0.0,0.0523,0.0394,0.3369,0.0,0,1.254,0.209,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,31.411,24.892,599.454,5.515,25.812,21.167,22.86,17.018,6.738,35.653,0.261,1.2438,1.1291,0.111,1.292,0.1756,0.8503,0.7335,3,opened_or_broad,flat_span_over_pi,0.2876,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,10,1594,2134,8,1,shimask_red_outline_from_raw_difference,35.73,32.26,0.903,,check,,727.5,239.648,32.942,91,12.509,0.91,1,0.034,0,19.73,24.21,2,0.893,1.05,,67,24,2,30.421,2.522,2.6335,0.1075,180.0285,0.0,679,323.598,44.482,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,35.729,32.089,727.533,11.433,24.212,30.988,25.061,15.579,9.864,76.415,0.4074,1.9891,0.9661,38.585,11.299,0.32,0.9657,0.383,3,opened_or_broad,flat_span_over_pi,0.2251,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,12,1129,2524,12,1,shimask_red_outline_from_raw_difference,31.16,25.91,0.832,,check,,514.0,28.688,5.582,94,18.289,0.896,1,0.229,1,4.96,20.29,6,0.908,1.04,,89,5,2,5.062,0.52,0.3052,0.0502,5.6487,0.0,253,133.469,25.969,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,31.157,25.739,513.999,11.888,19.184,18.796,24.892,13.208,5.983,28.114,0.3119,1.4231,0.7707,7.094,0.17,0.3816,0.7303,0.2028,6,opened_or_broad,flat_span_over_pi,0.0916,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,11,705,2532,11,1,shimask_red_outline_from_raw_difference,32.94,24.81,0.753,,check,,568.0,143.14,25.201,83,14.613,0.876,1,0.027,0,4.77,24.91,4,0.914,1.24,,67,16,4,23.97,1.231,1.7246,0.0932,105.964,0.0,515,222.337,39.144,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,32.935,24.553,567.942,8.582,24.269,17.526,22.437,15.917,5.579,24.443,0.2299,1.1011,1.0816,27.817,7.818,0.2606,0.7138,0.3543,4,opened_or_broad,flat_span_over_pi,0.1976,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,13,1619,2603,13,1,shimask_red_outline_from_raw_difference,26.59,23.11,0.869,,check,,450.8,70.215,15.577,97,21.52,0.923,1,0.151,1,12.07,22.08,3,0.926,1.1,,90,7,4,14.353,1.225,0.7239,0.1362,19.6774,0.0,364,179.175,39.75,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,26.585,22.945,450.745,4.837,21.664,19.219,20.913,12.615,6.118,29.395,0.2824,1.5235,1.0359,17.264,3.71,0.1819,0.8376,0.3878,5,opened_or_broad,flat_span_over_pi,0.2014,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,16,1060,2949,15,1,shimask_red_outline_from_raw_difference,26.75,23.2,0.867,,check,,451.2,125.548,27.823,81,17.951,0.914,1,0.037,0,5.07,22.92,5,0.95,1.1,,61,20,1,25.506,2.318,1.55,0.0717,109.6845,0.0,478,204.208,45.256,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,26.755,23.029,451.254,4.071,22.599,16.595,20.489,13.631,5.282,21.914,0.2337,1.2174,1.103,29.152,10.513,0.1522,0.7206,0.4169,5,opened_or_broad,flat_span_over_pi,0.215,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,14,306,2962,14,1,shimask_red_outline_from_raw_difference,29.63,23.45,0.791,,check,,508.9,130.244,25.595,77,15.132,0.865,1,0.056,0,13.37,23.77,3,0.911,1.24,,69,8,4,24.173,1.421,1.6915,0.0789,90.1289,0.0,458,215.419,42.333,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,29.633,23.199,508.867,5.774,23.774,20.997,20.659,14.309,6.684,35.085,0.2811,1.4675,1.1508,28.051,5.993,0.1949,0.9051,0.3643,3,opened_or_broad,flat_span_over_pi,0.2995,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,15,684,2999,17,1,shimask_red_outline_from_raw_difference,30.4,22.94,0.755,,check,,473.8,148.15,31.271,74,15.62,0.955,1,0.041,0,5.39,22.06,4,0.916,1.21,,53,21,2,28.744,2.527,2.002,0.1219,128.4801,0.0,471,225.032,47.499,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,30.395,22.775,473.799,6.772,23.539,14.732,20.743,13.631,4.689,17.271,0.1992,1.0807,1.1348,34.25,8.876,0.2228,0.6468,0.3817,4,opened_or_broad,flat_span_over_pi,0.1183,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima1~2,,1|2,,,,17,1543,3042,16,1,shimask_red_outline_from_raw_difference,38.02,32.09,0.844,,check,,1311.0,420.695,32.089,72,5.492,0.938,1,0.001,0,9.38,27.49,6,0.952,1.61,,60,12,1,31.04,1.049,5.843,0.1004,409.0174,0.0,668,489.39,37.329,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53,38.015,31.581,1066.995,8.766,29.164,28.702,30.819,26.247,9.136,65.556,0.3133,1.0935,0.9463,37.572,6.991,0.2306,0.9088,0.3676,6,opened_or_broad,flat_span_over_pi,0.09,shape_end_complexity,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,1,252,1182,1,1,shimask_red_outline_from_raw_difference,30.31,25.99,0.857,,check,,569.9,156.674,27.489,84,14.738,0.938,1,0.034,0,15.58,24.56,3,0.885,1.16,,54,30,4,25.312,2.177,1.8652,0.1219,111.6056,0.0,529,225.806,39.619,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,30.311,25.908,569.92,5.67,24.556,24.469,22.352,15.917,7.789,47.644,0.3172,1.5372,1.0986,28.664,17.135,0.1871,0.9444,0.425,3,opened_or_broad,flat_span_over_pi,0.3125,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,2,763,1222,3,1,shimask_red_outline_from_raw_difference,30.4,23.96,0.788,,check,,533.2,148.021,27.761,102,19.13,0.883,1,0.019,0,5.31,25.23,4,0.886,1.25,,45,57,7,24.417,3.344,1.4512,0.1111,87.3404,0.0,521,223.39,41.896,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,30.395,23.876,533.254,3.918,26.393,13.123,21.675,15.917,4.177,13.705,0.1583,0.8245,1.2177,28.623,0.496,0.1289,0.5496,0.4085,4,opened_or_broad,flat_span_over_pi,0.3025,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,3,1172,1233,2,1,shimask_red_outline_from_raw_difference,32.0,23.54,0.736,,check,,546.0,126.208,23.117,77,14.104,0.894,1,0.066,0,5.98,27.76,5,0.909,1.36,,56,21,3,22.092,1.024,1.6391,0.0717,101.025,0.0,448,209.412,38.356,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,32.004,23.453,545.971,3.84,28.079,18.288,20.405,12.107,5.821,26.615,0.2073,1.5105,1.3761,24.528,0.229,0.12,0.7798,0.3656,5,opened_or_broad,flat_span_over_pi,0.1853,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,4,287,1651,4,1,shimask_red_outline_from_raw_difference,40.13,33.1,0.825,,check,,916.9,26.308,2.869,48,5.235,0.934,1,0.062,0,8.73,24.62,6,0.907,1.19,,44,4,2,2.652,0.217,0.5481,0.2294,6.5806,0.0,324,84.616,9.228,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,40.132,32.766,916.938,6.438,33.609,22.183,28.194,18.203,7.061,39.158,0.2101,1.2186,1.1921,3.089,0.179,0.1604,0.677,0.4916,4,opened_or_broad,flat_span_over_pi,0.1931,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,5,1233,1692,6,1,shimask_red_outline_from_raw_difference,32.85,29.13,0.887,,check,,679.0,36.265,5.341,117,17.23,0.941,1,0.083,0,16.66,27.49,3,0.904,1.1,,101,16,2,4.645,0.696,0.31,0.086,4.7168,0.0,324,147.813,21.768,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,32.851,28.702,679.039,5.275,27.491,26.162,23.791,16.256,8.328,54.467,0.3029,1.6094,1.1555,4.94,9.584,0.1606,0.9115,0.4003,3,opened_or_broad,flat_span_over_pi,0.2201,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,6,743,1875,5,1,shimask_red_outline_from_raw_difference,76.03,33.61,0.442,check,check,,1697.4,197.548,11.639,188,11.076,0.926,1,0.063,0,8.17,63.47,4,0.791,2.25,,163,25,10,10.834,0.805,1.0508,0.1039,44.387,0.0,935,387.118,22.807,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,76.031,33.189,1697.396,21.938,54.008,25.993,33.359,22.013,16.547,215.056,0.3064,1.1808,1.619,9.988,15.732,0.2885,0.7832,0.6495,4,folded_half,2x_flat_span_over_pi,0.1258,shape_end_complexity,profile_fallback,sinus|folded_mouth_proxy,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,7,296,2118,7,1,shimask_red_outline_from_raw_difference,35.31,27.77,0.786,,check,,671.3,55.262,8.231,108,16.087,0.962,1,0.381,1,5.2,31.25,5,0.907,1.3,,96,12,3,7.524,0.708,0.5117,0.1004,18.939,0.0,298,185.978,27.702,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,35.306,27.263,671.347,4.237,30.985,17.695,22.013,15.155,5.633,24.918,0.1818,1.1676,1.4075,8.635,0.701,0.12,0.6491,0.3904,5,opened_or_broad,flat_span_over_pi,0.197,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,8,1595,2201,8,1,shimask_red_outline_from_raw_difference,36.91,10.16,0.275,check,check,check,129.6,1.814,1.4,19,14.662,0.809,1,0.131,1,1.0,16.47,4,0.173,1.06,,17,2,0,1.018,0.382,0.0955,0.0573,0.4444,0.0,25,12.91,9.963,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,36.915,7.027,128.107,13.33,23.5,6.858,2.286,3.217,4.366,14.971,0.1858,2.1316,10.2798,2.205,0.168,0.3611,0.9759,0.3777,4,folded_half,2x_flat_span_over_pi,0.873,guide_density_secondary,boundary_sinuses,folded_mouth_proxy,,,auto_unreviewed,,,,,,,,,
